Sample Name,Analysis Name,Mineral phase,Context,Unit Abbreviation,SiO2  ,TiO2,   Al2O3 ,FeO*   ,FeO,Fe2O3,CaO   ,Na2O  ,K2O,MnO   ,MgO   ,NiO   ,Cr2O3 ,V2O3 ,Total  ,XAb,XAn,XOr,XFa,XFo,XTp,XWo,XEn,XFs,XJd,XAe,XQuad,,,,,,,,,,
R14AC69,MW5B-C3 ,Plagioclase,Phenocryst Core,bar,53.0,n/a,27.8,0.31,n/a,n/a,11.1,5.2,0.3,n/a,n/a,n/a,n/a,n/a,97.7,45,53,1.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C4 ,Plagioclase,Phenocryst Core,bar,54.5,n/a,26.9,0.30,n/a,n/a,9.9,5.8,0.3,n/a,n/a,n/a,n/a,n/a,97.7,51,47,1.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C5 ,Plagioclase,Phenocryst Core,bar,52.9,n/a,27.9,0.33,n/a,n/a,11.1,5.0,0.3,n/a,n/a,n/a,n/a,n/a,97.5,44,54,1.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R1 ,Plagioclase,Phenocryst Rim,bar,53.1,n/a,30.1,0.36,n/a,n/a,12.9,4.2,0.3,n/a,n/a,n/a,n/a,n/a,101.0,37,62,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R2 ,Plagioclase,Phenocryst Rim,bar,53.5,n/a,30.2,0.43,n/a,n/a,12.6,4.1,0.2,n/a,n/a,n/a,n/a,n/a,101.0,37,62,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R3 ,Plagioclase,Phenocryst Rim,bar,55.1,n/a,28.8,0.38,n/a,n/a,11.0,5.0,0.3,n/a,n/a,n/a,n/a,n/a,100.6,44,54,1.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R4 ,Plagioclase,Phenocryst Rim,bar,51.8,n/a,29.7,0.38,n/a,n/a,12.7,4.2,0.2,n/a,n/a,n/a,n/a,n/a,99.0,37,62,1.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R5 ,Plagioclase,Phenocryst Rim,bar,52.5,n/a,29.6,0.36,n/a,n/a,12.6,4.4,0.2,n/a,n/a,n/a,n/a,n/a,99.7,38,61,1.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C1 ,Plagioclase,Phenocryst Core,bar,52.7,n/a,30.1,0.31,n/a,n/a,12.9,4.0,0.2,n/a,n/a,n/a,n/a,n/a,100.2,36,63,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C2 ,Plagioclase,Phenocryst Core,bar,50.6,n/a,30.0,0.37,n/a,n/a,12.6,4.3,0.2,n/a,n/a,n/a,n/a,n/a,98.1,38,61,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C3 ,Plagioclase,Phenocryst Core,bar,51.4,n/a,29.8,0.36,n/a,n/a,12.7,4.1,0.2,n/a,n/a,n/a,n/a,n/a,98.6,36,62,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C4 ,Plagioclase,Phenocryst Core,bar,51.7,n/a,29.6,0.36,n/a,n/a,12.7,4.2,0.2,n/a,n/a,n/a,n/a,n/a,98.8,37,62,1.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C5 ,Plagioclase,Phenocryst Core,bar,51.5,n/a,29.8,0.34,n/a,n/a,12.7,4.0,0.2,n/a,n/a,n/a,n/a,n/a,98.5,36,63,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R1 ,Plagioclase,Phenocryst Rim,bar,51.8,n/a,30.7,0.42,n/a,n/a,13.4,4.0,0.2,n/a,n/a,n/a,n/a,n/a,100.5,35,64,1.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R2 ,Plagioclase,Phenocryst Rim,bar,52.4,n/a,30.5,0.37,n/a,n/a,13.2,3.8,0.2,n/a,n/a,n/a,n/a,n/a,100.5,34,65,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R3 ,Plagioclase,Phenocryst Rim,bar,53.0,n/a,29.9,0.34,n/a,n/a,12.4,4.2,0.2,n/a,n/a,n/a,n/a,n/a,100.0,38,61,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R4 ,Plagioclase,Phenocryst Rim,bar,52.1,n/a,29.7,0.35,n/a,n/a,12.5,4.4,0.2,n/a,n/a,n/a,n/a,n/a,99.3,38,60,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R5 ,Plagioclase,Phenocryst Rim,bar,51.4,n/a,30.3,0.33,n/a,n/a,13.2,3.9,0.2,n/a,n/a,n/a,n/a,n/a,99.3,35,64,1.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C1 ,Plagioclase,Phenocryst Core,bar,52.2,n/a,30.3,0.34,n/a,n/a,12.9,4.1,0.2,n/a,n/a,n/a,n/a,n/a,100.0,36,63,1.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C2 ,Plagioclase,Phenocryst Core,bar,51.6,n/a,30.4,0.27,n/a,n/a,13.6,4.0,0.2,n/a,n/a,n/a,n/a,n/a,100.1,34,65,1.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C3 ,Plagioclase,Phenocryst Core,bar,51.5,n/a,30.2,0.31,n/a,n/a,13.5,3.7,0.2,n/a,n/a,n/a,n/a,n/a,99.4,33,66,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C4 ,Plagioclase,Phenocryst Core,bar,51.1,n/a,30.4,0.36,n/a,n/a,13.6,3.9,0.2,n/a,n/a,n/a,n/a,n/a,99.6,34,65,1.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C5 ,Plagioclase,Phenocryst Core,bar,51.1,n/a,29.9,0.34,n/a,n/a,13.5,4.0,0.2,n/a,n/a,n/a,n/a,n/a,99.0,34,64,1.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R1 ,Plagioclase,Phenocryst Rim,bar,53.7,n/a,29.3,0.35,n/a,n/a,12.1,4.6,0.3,n/a,n/a,n/a,n/a,n/a,100.4,40,58,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R2 ,Plagioclase,Phenocryst Rim,bar,52.9,n/a,28.1,0.37,n/a,n/a,11.6,4.4,0.3,n/a,n/a,n/a,n/a,n/a,97.7,40,58,1.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R3 ,Plagioclase,Phenocryst Rim,bar,52.7,n/a,29.1,0.44,n/a,n/a,12.5,4.2,0.2,n/a,n/a,n/a,n/a,n/a,99.1,37,62,1.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R4 ,Plagioclase,Phenocryst Rim,bar,52.2,n/a,29.0,0.31,n/a,n/a,12.1,4.5,0.3,n/a,n/a,n/a,n/a,n/a,98.4,40,59,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R5 ,Plagioclase,Phenocryst Rim,bar,53.7,n/a,28.9,0.33,n/a,n/a,11.6,4.8,0.3,n/a,n/a,n/a,n/a,n/a,99.6,42,56,1.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C1 ,Plagioclase,Phenocryst Core,bar,53.4,n/a,28.9,0.34,n/a,n/a,12.1,4.8,0.3,n/a,n/a,n/a,n/a,n/a,99.8,41,57,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C2 ,Plagioclase,Phenocryst Core,bar,53.1,n/a,29.1,0.40,n/a,n/a,12.2,4.7,0.2,n/a,n/a,n/a,n/a,n/a,99.7,40,58,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C3 ,Plagioclase,Phenocryst Core,bar,52.7,n/a,29.0,0.38,n/a,n/a,12.2,4.3,0.3,n/a,n/a,n/a,n/a,n/a,98.9,38,60,1.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C4 ,Plagioclase,Phenocryst Core,bar,52.3,n/a,29.1,0.31,n/a,n/a,12.3,4.4,0.2,n/a,n/a,n/a,n/a,n/a,98.6,39,60,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C5 ,Plagioclase,Phenocryst Core,bar,52.7,n/a,28.7,0.42,n/a,n/a,12.0,4.6,0.3,n/a,n/a,n/a,n/a,n/a,98.7,40,58,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R1 ,Plagioclase,Phenocryst Rim,bar,53.0,n/a,29.4,0.35,n/a,n/a,12.5,4.4,0.3,n/a,n/a,n/a,n/a,n/a,100.0,39,60,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R2 ,Plagioclase,Phenocryst Rim,bar,53.7,n/a,30.2,0.46,n/a,n/a,12.7,4.4,0.2,n/a,n/a,n/a,n/a,n/a,101.7,38,61,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R4 ,Plagioclase,Phenocryst Rim,bar,52.9,n/a,29.3,0.38,n/a,n/a,12.4,4.4,0.2,n/a,n/a,n/a,n/a,n/a,99.6,39,60,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R5 ,Plagioclase,Phenocryst Rim,bar,53.2,n/a,29.7,0.34,n/a,n/a,12.4,4.5,0.3,n/a,n/a,n/a,n/a,n/a,100.4,39,60,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C1 ,Plagioclase,Phenocryst Core,bar,52.9,n/a,29.5,0.44,n/a,n/a,12.4,4.4,0.2,n/a,n/a,n/a,n/a,n/a,99.8,39,60,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C2 ,Plagioclase,Phenocryst Core,bar,52.6,n/a,29.7,0.44,n/a,n/a,12.3,4.4,0.2,n/a,n/a,n/a,n/a,n/a,99.6,38,60,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C3 ,Plagioclase,Phenocryst Core,bar,52.8,n/a,29.8,0.50,n/a,n/a,12.6,4.5,0.2,n/a,n/a,n/a,n/a,n/a,100.4,39,60,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C4 ,Plagioclase,Phenocryst Core,bar,52.2,n/a,29.6,0.38,n/a,n/a,12.4,4.5,0.2,n/a,n/a,n/a,n/a,n/a,99.3,39,60,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C5 ,Plagioclase,Phenocryst Core,bar,52.8,n/a,29.4,0.34,n/a,n/a,12.5,4.6,0.3,n/a,n/a,n/a,n/a,n/a,99.9,39,59,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R1 ,Plagioclase,Phenocryst Rim,bar,53.9,n/a,27.9,0.28,n/a,n/a,10.9,5.0,0.3,n/a,n/a,n/a,n/a,n/a,98.3,45,53,1.9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R2 ,Plagioclase,Phenocryst Rim,bar,52.7,n/a,27.0,0.35,n/a,n/a,10.9,4.9,0.4,n/a,n/a,n/a,n/a,n/a,96.3,44,54,2.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R3 ,Plagioclase,Phenocryst Rim,bar,50.9,n/a,28.9,0.45,n/a,n/a,12.7,4.1,0.3,n/a,n/a,n/a,n/a,n/a,97.4,37,62,1.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R4 ,Plagioclase,Phenocryst Rim,bar,52.0,n/a,27.5,0.42,n/a,n/a,11.5,4.9,0.3,n/a,n/a,n/a,n/a,n/a,96.6,43,55,1.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R5 ,Plagioclase,Phenocryst Rim,bar,53.2,n/a,27.4,0.35,n/a,n/a,10.9,5.5,0.3,n/a,n/a,n/a,n/a,n/a,97.7,47,51,1.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C1 ,Plagioclase,Phenocryst Core,bar,52.9,n/a,27.3,0.37,n/a,n/a,10.9,5.2,0.3,n/a,n/a,n/a,n/a,n/a,97.0,46,53,1.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C2 ,Plagioclase,Phenocryst Core,bar,52.5,n/a,27.2,0.31,n/a,n/a,10.9,5.3,0.3,n/a,n/a,n/a,n/a,n/a,96.5,46,52,1.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C3 ,Plagioclase,Phenocryst Core,bar,52.7,n/a,27.5,0.38,n/a,n/a,10.7,5.1,0.3,n/a,n/a,n/a,n/a,n/a,96.7,46,52,1.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C4 ,Plagioclase,Phenocryst Core,bar,52.0,n/a,27.5,0.31,n/a,n/a,10.9,5.2,0.3,n/a,n/a,n/a,n/a,n/a,96.2,45,53,2.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C5 ,Plagioclase,Phenocryst Core,bar,52.0,n/a,27.4,0.42,n/a,n/a,11.1,5.2,0.3,n/a,n/a,n/a,n/a,n/a,96.4,45,53,1.8,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R1 ,Plagioclase,Phenocryst Rim,bar,51.4,n/a,29.0,0.40,n/a,n/a,12.6,4.3,0.2,n/a,n/a,n/a,n/a,n/a,97.9,38,61,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R2 ,Plagioclase,Phenocryst Rim,bar,51.1,n/a,29.4,0.29,n/a,n/a,12.5,4.3,0.2,n/a,n/a,n/a,n/a,n/a,97.8,38,61,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-R5 ,Plagioclase,Phenocryst Rim,bar,51.4,n/a,28.1,0.33,n/a,n/a,11.6,4.7,0.3,n/a,n/a,n/a,n/a,n/a,96.4,42,57,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC69,MW5B-C2 ,Plagioclase,Phenocryst Core,bar,50.1,n/a,28.3,0.33,n/a,n/a,12.3,4.4,0.2,n/a,n/a,n/a,n/a,n/a,95.6,39,60,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC101,R14AC101-GM-PLAG1,Plagioclase,Groundmass,han1,55.7,n/a,26.6,0.69,n/a,n/a,9.9,5.5,0.4,n/a,n/a,n/a,n/a,n/a,98.8,49,49,2.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC101,R14AC101-GM-PLAG2,Plagioclase,Groundmass,han1,56.1,n/a,26.1,1.02,n/a,n/a,9.3,6.0,0.4,n/a,n/a,n/a,n/a,n/a,98.9,53,45,2.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC101,R14AC101-GM-PLAG3,Plagioclase,Groundmass,han1,63.3,n/a,22.1,0.80,n/a,n/a,3.9,8.0,1.7,n/a,n/a,n/a,n/a,n/a,99.8,71,19,9.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC101,R14AC101-GM-PLAG4,Plagioclase,Groundmass,han1,57.5,n/a,26.1,0.87,n/a,n/a,9.0,6.0,0.6,n/a,n/a,n/a,n/a,n/a,100.1,53,44,3.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC101,R14AC101-GM-PLAG5,Plagioclase,Groundmass,han1,65.0,n/a,21.2,0.37,n/a,n/a,2.5,7.6,3.2,n/a,n/a,n/a,n/a,n/a,99.9,69,13,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC101,R14AC101-GM-PLAG6,Plagioclase,Groundmass,han1,55.6,n/a,27.6,0.73,n/a,n/a,10.2,5.2,0.4,n/a,n/a,n/a,n/a,n/a,99.7,47,51,2.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC101,R14AC101-GM-PLAG7,Plagioclase,Groundmass,han1,63.6,n/a,22.0,0.43,n/a,n/a,3.5,7.9,2.2,n/a,n/a,n/a,n/a,n/a,99.6,70,17,13,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC101,R14AC101-GM-PLAG8,Plagioclase,Groundmass,han1,56.3,n/a,27.3,0.58,n/a,n/a,9.7,5.7,0.4,n/a,n/a,n/a,n/a,n/a,100.0,51,47,2.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC101,R14AC101-GM-PLAG9,Plagioclase,Groundmass,han1,55.4,n/a,27.7,0.61,n/a,n/a,10.3,5.0,0.4,n/a,n/a,n/a,n/a,n/a,99.4,46,52,2.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC101,R14AC101-GM-PLAG10,Plagioclase,Groundmass,han1,53.4,n/a,28.8,0.77,n/a,n/a,11.5,4.5,0.3,n/a,n/a,n/a,n/a,n/a,99.3,41,58,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC101,R14AC101-GM-PLAG11,Plagioclase,Groundmass,han1,54.2,n/a,28.3,0.83,n/a,n/a,11.1,4.9,0.3,n/a,n/a,n/a,n/a,n/a,99.6,43,55,1.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R14AC101,R14AC101-GM-PLAG12,Plagioclase,Groundmass,han1,55.9,n/a,27.5,0.67,n/a,n/a,10.0,5.4,0.3,n/a,n/a,n/a,n/a,n/a,99.8,49,49,2.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-GM-PLAG8,Plagioclase,Groundmass,md1,53.5,n/a,29.3,0.68,n/a,n/a,11.9,4.5,0.3,n/a,n/a,n/a,n/a,n/a,100.2,40,58,1.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-GM-PLAG9,Plagioclase,Groundmass,md1,53.1,n/a,30.3,0.88,n/a,n/a,12.8,4.2,0.2,n/a,n/a,n/a,n/a,n/a,101.5,37,62,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-GM-PLAG10,Plagioclase,Groundmass,md1,52.0,n/a,30.3,0.91,n/a,n/a,13.3,4.1,0.2,n/a,n/a,n/a,n/a,n/a,100.8,35,64,1.0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-GM-PLAG11,Plagioclase,Groundmass,md1,53.4,n/a,29.5,0.59,n/a,n/a,12.0,4.7,0.2,n/a,n/a,n/a,n/a,n/a,100.4,41,58,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-GM-PLAG12,Plagioclase,Groundmass,md1,53.8,n/a,29.4,0.73,n/a,n/a,11.9,4.9,0.3,n/a,n/a,n/a,n/a,n/a,101.0,42,57,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-GM-PLAG13,Plagioclase,Groundmass,md1,53.3,n/a,29.3,0.71,n/a,n/a,12.2,4.4,0.3,n/a,n/a,n/a,n/a,n/a,100.2,39,59,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-GM-PLAG14,Plagioclase,Groundmass,md1,54.6,n/a,28.8,0.72,n/a,n/a,11.4,5.0,0.3,n/a,n/a,n/a,n/a,n/a,100.8,44,55,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-GM-PLAG15,Plagioclase,Groundmass,md1,53.7,n/a,29.5,0.75,n/a,n/a,11.9,4.9,0.3,n/a,n/a,n/a,n/a,n/a,101.1,42,57,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG2,Plagioclase,Phenocryst,md1,52.3,n/a,29.7,0.39,n/a,n/a,12.4,4.4,0.2,n/a,n/a,n/a,n/a,n/a,99.4,38,60,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG4,Plagioclase,Phenocryst,md1,55.3,n/a,28.0,0.33,n/a,n/a,10.4,5.5,0.3,n/a,n/a,n/a,n/a,n/a,99.8,48,50,1.7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG5,Plagioclase,Phenocryst,md1,52.9,n/a,29.3,0.37,n/a,n/a,12.2,4.6,0.2,n/a,n/a,n/a,n/a,n/a,99.6,40,59,1.1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG6,Plagioclase,Phenocryst,md1,53.5,n/a,29.2,0.39,n/a,n/a,11.8,4.8,0.2,n/a,n/a,n/a,n/a,n/a,99.9,42,57,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG7,Plagioclase,Phenocryst,md1,53.9,n/a,29.3,0.42,n/a,n/a,11.6,4.7,0.2,n/a,n/a,n/a,n/a,n/a,100.1,42,57,1.2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG1-C-R-Trans-1,Plagioclase,Phenocryst 1 Core to Rim Line 1,md1,53.5,n/a,29.2,0.49,n/a,n/a,11.8,4.7,0.2,n/a,n/a,n/a,n/a,n/a,99.9,41,57,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG1-C-R-Trans-2,Plagioclase,Phenocryst 1 Core to Rim Line 2,md1,53.8,n/a,29.3,0.41,n/a,n/a,11.7,4.7,0.3,n/a,n/a,n/a,n/a,n/a,100.2,41,57,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG1-C-R-Trans-3,Plagioclase,Phenocryst 1 Core to Rim Line 3,md1,53.8,n/a,28.9,0.40,n/a,n/a,11.7,4.8,0.3,n/a,n/a,n/a,n/a,n/a,99.9,42,57,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG1-C-R-Trans-4,Plagioclase,Phenocryst 1 Core to Rim Line 4,md1,53.8,n/a,29.2,0.38,n/a,n/a,11.6,4.9,0.3,n/a,n/a,n/a,n/a,n/a,100.2,43,56,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG1-C-R-Trans-5,Plagioclase,Phenocryst 1 Core to Rim Line 5,md1,53.2,n/a,29.3,0.41,n/a,n/a,11.8,4.7,0.3,n/a,n/a,n/a,n/a,n/a,99.7,42,57,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG1-C-R-Trans-6,Plagioclase,Phenocryst 1 Core to Rim Line 6,md1,53.4,n/a,28.9,0.48,n/a,n/a,11.5,4.8,0.3,n/a,n/a,n/a,n/a,n/a,99.4,42,56,1.6,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG1-C-R-Trans-7,Plagioclase,Phenocryst 1 Core to Rim Line 7,md1,53.2,n/a,29.4,0.42,n/a,n/a,12.0,4.9,0.3,n/a,n/a,n/a,n/a,n/a,100.2,42,57,1.4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG1-C-R-Trans-8,Plagioclase,Phenocryst 1 Core to Rim Line 8,md1,53.5,n/a,29.4,0.50,n/a,n/a,12.1,4.7,0.2,n/a,n/a,n/a,n/a,n/a,100.4,41,58,1.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
R16MS092,R16MS092-PH-PLAG1-C-R-Trans-9,Plagioclase,Phenocryst 1 Core to Rim Line 9,md1,53.4,n/a,29.5,0.53,n/a,n/a,11.9,4.6,0.3,n/a,n/a,n/a,n/a,n/a,100.2,40,58,1.5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,,,,,,,,,,
